Date,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA
2020-08-17,111.48075103759766,159.12049865722656,75.45050811767578,201.46624755859375,122.3759994506836,112.92037661537533,159.74850463867188,75.82975404292405,202.3381090011182,123.05733489990234,110.85335133570575,157.70899963378906,74.95296209759465,200.16325050116794,111.52200317382812,112.89605718665909,158.656005859375,75.28598164266558,200.8147563394942,111.80000305175781,119561600,53824000,27566000,20184800,303634500
2020-08-18,112.40969848632812,165.62449645996094,77.46951293945312,202.62554931640625,125.80599975585938,112.83526251521093,166.0,77.66186627402821,203.4590791946227,128.25999450683594,110.89712204110621,160.29100036621094,75.73532195620004,200.44111509683887,123.00733184814453,111.23271086271058,160.60000610351562,75.85808922324392,201.70578061484903,126.59933471679688,105633600,106920000,40542000,21336200,247117500
2020-08-19,112.55074310302734,163.0240020751953,76.91928100585938,201.39622497558594,125.23533630371094,113.96604930230188,165.7949981689453,78.21905006294371,203.70119775008826,127.4000015258789,112.45590697529136,162.8000030517578,76.74133787719893,200.96404715991875,122.74732971191406,112.81824198590108,165.15049743652344,77.20656716094116,203.1153521518743,124.33333587646484,145538000,83702000,33212000,27627600,183079500
2020-08-20,115.0481948852539,164.86849975585938,78.62016296386719,206.08297729492188,133.45533752441406,115.1624895192386,165.63099670410156,78.8249469566417,206.48634420878187,134.79933166503906,112.57505670786055,161.89999389648438,76.45553222449537,200.63750197596372,123.80400085449219,112.59208104980983,162.60000610351562,76.71647804336872,201.242545019471,124.04533386230469,126907200,66650000,34138000,26981500,309177000
2020-08-21,120.9769058227539,164.23599243164062,78.55406188964844,204.5847625732422,136.6653289794922,121.46083051491364,165.72000122070312,79.41394840745363,207.6868557841031,139.69932556152344,115.99658841174927,163.76950073242188,77.9369795294856,204.42149605209858,135.00332641601562,116.008744414782,164.75,78.3855612346119,205.39149643815162,136.3173370361328,338054800,71518000,28930000,36249300,322344000
2020-08-24,122.42383575439453,165.3730010986328,78.94076538085938,205.22821044921875,134.27999877929688,125.27147262052793,169.01600646972656,80.23159253031231,206.98574705184538,141.93333435058594,120.55621925237116,162.8780059814453,78.56151944361463,204.0180951120791,128.50132751464844,125.18635090264807,165.50750732421875,79.22805153510491,206.2846433660355,141.7519989013672,345937600,93326000,28198000,25460100,300954000
2020-08-25,121.41948699951172,167.32449340820312,79.93585205078125,207.89813232421875,134.8893280029297,121.76480505707879,167.8699951171875,80.10484569537806,208.03258795996646,135.19667053222656,119.69534572328152,163.35000610351562,78.63607537767888,204.66158367149941,131.1999969482422,121.29547053607867,164.74949645996094,78.63607537767888,204.66158367149941,131.65933227539062,211495600,79856000,44942000,23043700,159883500
2020-08-26,123.07068634033203,172.09249877929688,82.13080596923828,212.39280700683594,143.54466247558594,123.52786489142996,172.58700561523438,82.47078035185446,213.29558685143772,144.39999389648438,121.66997034058484,167.22850036621094,79.70621509548977,208.75289140749118,136.90866088867188,122.73753168290901,167.5554962158203,79.92491632462286,209.25230434048552,137.3333282470703,163022400,130174000,79868000,39600800,213591000
2020-08-27,121.59945678710938,170.0,81.23363494873047,217.6077880859375,149.25,124.00693190797273,172.64999389648438,82.26102864459942,221.99681561216175,153.0399932861328,120.45407621046918,168.89999389648438,80.80716906861035,210.7120972374295,142.8333282470703,123.67377724193759,172.50250244140625,82.19541675897041,214.0639039707593,145.36399841308594,155552400,85296000,37232000,57602200,355395000
2020-08-28,121.4024887084961,170.08999633789062,81.73464965820312,219.8455352783203,147.55999755859375,122.99287708889368,171.6685028076172,81.87183469059607,221.5070259544178,154.5659942626953,121.17876033216808,169.3249969482422,81.05568689449889,217.60779777645126,145.76800537109375,122.57460810630094,171.14999389648438,81.19187838204202,219.14443155423294,153.00799560546875,187630000,57940000,29980000,26292900,301218000
2020-08-31,125.51950073242188,172.54800415039062,81.2261734008789,216.59939575195312,166.10667419433594,127.42603418683149,174.75,81.9113477055188,219.6438674038165,166.7133331298828,122.56244509573105,170.25,81.03382008716446,215.4277044973474,146.70333862304688,124.09934102961832,170.44949340820312,81.90762380846677,218.01118743324744,148.20333862304688,225702700,83718000,36468000,28774200,355123200
2020-09-01,130.5192413330078,174.95599365234375,82.54483795166016,218.27047729492188,158.35000610351562,131.12233634201255,175.69349670410156,82.79435423191664,218.44334254996568,167.49667358398438,126.9688280058111,173.35000610351562,81.12875589083004,215.54292559396254,156.836669921875,129.13798411269457,174.47900390625,81.34795009173867,216.5801610879219,167.3800048828125,151948100,68644000,36506000,25725500,269523300
2020-09-02,127.8150863647461,176.57249450683594,85.90338134765625,222.47703552246094,149.1233367919922,134.21556993690663,177.6125030517578,86.14692878931284,223.63912796259172,159.67999267578125,123.53513487306986,174.33450317382812,82.82418082689115,218.34732016667317,135.0399932861328,133.8362106676103,177.35000610351562,83.19423460034993,218.94276449796857,159.663330078125,200119000,78630000,50224000,34080800,288528300
2020-09-03,117.58213806152344,168.39999389648438,81.60691833496094,208.69528198242188,135.6666717529297,125.32497171958425,174.42050170898438,84.98056449032774,220.22970055127237,143.93333435058594,117.21250792808853,165.14999389648438,80.27582604316629,206.44794563306343,134.0,123.44763328131734,174.25,84.98056449032774,220.19129093318827,135.7433319091797,257599600,163222000,62156000,58400300,262788300
2020-09-04,117.6599349975586,164.7310028076172,79.0819320678711,205.76605224609375,139.44000244140625,120.32517948321234,169.0749969482422,81.76945603191518,209.71330358948268,142.6666717529297,107.86466781430556,155.55650329589844,76.92341391580567,197.0648156953769,124.00666809082031,116.79421681694939,165.89999389648438,80.73311278938901,206.58239950539593,134.27000427246094,332607200,175636000,52172000,59664100,330965700
2020-09-08,109.74203491210938,157.49200439453125,76.166748046875,194.63499450683594,110.06999969482422,115.7437026686739,162.54249572753906,77.73120196091531,201.71314970879104,122.913330078125,109.6058549976613,156.5,75.94904037700455,194.19320331662198,109.95999908447266,110.84120348479703,157.1999969482422,76.22241689539787,198.32293318553906,118.66666412353516,231366600,121884000,52218000,52924300,346397100
2020-09-09,114.11924743652344,163.4304962158203,77.38799285888672,202.92324829101562,122.09333038330078,115.88959346489294,165.15899658203125,77.98643300957828,206.33267691327018,123.0,112.11545122343698,159.25,76.34872214842332,198.5150084494473,113.836669921875,114.06088674565609,160.14950561523438,77.41632784910259,199.37937868506188,118.86666870117188,176940500,103774000,35494000,45679000,238397400
