Date,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA
2020-08-28,121.40247344970703,170.08999633789062,81.73465728759766,219.84555053710938,147.55999755859375,124.80750274658203,170.08999633789062,82.22049713134766,228.91000366210938,147.55999755859375,126.44249725341797,171.6685028076172,82.3584976196289,230.63999938964844,154.5659942626953,124.57749938964844,169.3249969482422,81.5374984741211,226.5800018310547,145.76800537109375,126.01249694824219,171.14999389648438,81.67449951171875,228.17999267578125,153.00799560546875,187630000,57940000,29980000,26292900,301218000
2020-08-31,125.51950073242188,172.54800415039062,81.22618103027344,216.599365234375,166.10667419433594,129.0399932861328,172.54800415039062,81.70899963378906,225.52999877929688,166.10667419433594,131.0,174.75,82.39824676513672,228.6999969482422,166.7133331298828,126.0,170.25,81.5155029296875,224.30999755859375,146.70333862304688,127.58000183105469,170.44949340820312,82.39450073242188,227.0,148.20333862304688,225702700,83718000,36468000,28774200,355123200
2020-09-01,130.5192413330078,174.95599365234375,82.54483795166016,218.27044677734375,158.35000610351562,134.17999267578125,174.95599365234375,83.0354995727539,227.27000427246094,158.35000610351562,134.8000030517578,175.69349670410156,83.2864990234375,227.4499969482422,167.49667358398438,130.52999877929688,173.35000610351562,81.61100006103516,224.42999267578125,156.836669921875,132.75999450683594,174.47900390625,81.83149719238281,225.50999450683594,167.3800048828125,151948100,68644000,36506000,25725500,269523300
2020-09-02,127.81512451171875,176.57249450683594,85.90338134765625,222.4770050048828,149.1233367919922,131.39999389648438,176.57249450683594,86.41400146484375,231.64999389648438,149.1233367919922,137.97999572753906,177.6125030517578,86.65899658203125,232.86000061035156,159.67999267578125,127.0,174.33450317382812,83.31649780273438,227.35000610351562,135.0399932861328,137.58999633789062,177.35000610351562,83.68875122070312,227.97000122070312,159.663330078125,200119000,78630000,50224000,34080800,288528300
2020-09-03,117.5821304321289,168.39999389648438,81.60692596435547,208.69529724121094,135.6666717529297,120.87999725341797,168.39999389648438,82.09200286865234,217.3000030517578,135.6666717529297,128.83999633789062,174.42050170898438,85.48570251464844,229.30999755859375,143.93333435058594,120.5,165.14999389648438,80.75299835205078,214.9600067138672,134.0,126.91000366210938,174.25,85.48570251464844,229.27000427246094,135.7433319091797,257599600,163222000,62156000,58400300,262788300
2020-09-04,117.6599349975586,164.7310028076172,79.0819320678711,205.76605224609375,139.44000244140625,120.95999908447266,164.7310028076172,79.552001953125,214.25,139.44000244140625,123.69999694824219,169.0749969482422,82.25550079345703,218.36000061035156,142.6666717529297,110.88999938964844,155.55650329589844,77.38065338134766,205.19000244140625,124.00666809082031,120.06999969482422,165.89999389648438,81.21299743652344,215.10000610351562,134.27000427246094,332607200,175636000,52172000,59664100,330965700
2020-09-08,109.74200439453125,157.49200439453125,76.166748046875,194.635009765625,110.06999969482422,112.81999969482422,157.49200439453125,76.61949920654297,202.66000366210938,110.06999969482422,118.98999786376953,162.54249572753906,78.19325256347656,210.02999877929688,122.913330078125,112.68000030517578,156.5,76.40049743652344,202.1999969482422,109.95999908447266,113.94999694824219,157.1999969482422,76.67549896240234,206.5,118.66666412353516,231366600,121884000,52218000,52924300,346397100
2020-09-09,114.11923217773438,163.4304962158203,77.38799285888672,202.92324829101562,122.09333038330078,117.31999969482422,163.4304962158203,77.8479995727539,211.2899932861328,122.09333038330078,119.13999938964844,165.15899658203125,78.44999694824219,214.83999633789062,123.0,115.26000213623047,159.25,76.80255126953125,206.6999969482422,113.836669921875,117.26000213623047,160.14950561523438,77.87650299072266,207.60000610351562,118.86666870117188,176940500,103774000,35494000,45679000,238397400
2020-09-10,110.39373779296875,158.7554931640625,76.14836120605469,197.2376708984375,123.77999877929688,113.48999786376953,158.7554931640625,76.60099792480469,205.3699951171875,123.77999877929688,120.5,167.4945068359375,79.20404815673828,214.74000549316406,132.99667358398438,112.5,158.52749633789062,76.29025268554688,204.11000061035156,120.1866683959961,120.36000061035156,165.36099243164062,78.03199768066406,213.39999389648438,128.73666381835938,182274400,106614000,32372000,35461500,254791800
2020-09-11,108.94439697265625,155.81100463867188,75.58670806884766,195.95074462890625,124.23999786376953,112.0,155.81100463867188,76.03600311279297,204.02999877929688,124.23999786376953,115.2300033569336,160.86700439453125,78.76000213623047,208.6300048828125,127.5,110.0,154.19900512695312,74.86799621582031,201.24000549316406,120.16666412353516,114.56999969482422,160.4344940185547,76.80000305175781,207.1999969482422,127.3133316040039,180860300,101880000,31942000,33620100,182152500
2020-09-14,112.21273803710938,155.14849853515625,75.51512145996094,197.27609252929688,139.8733367919922,115.36000061035156,155.14849853515625,75.96399688720703,205.41000366210938,139.8733367919922,115.93000030517578,159.3695068359375,78.19999694824219,209.1999969482422,140.0,112.80000305175781,154.8000030517578,75.78700256347656,204.02999877929688,124.43333435058594,114.72000122070312,158.64700317382812,76.95024871826172,204.24000549316406,126.98332977294922,140150100,90592000,33932000,30375800,249061800
2020-09-15,112.3878402709961,157.80650329589844,76.6165771484375,200.51263427734375,149.9199981689453,115.54000091552734,157.80650329589844,77.0719985961914,208.77999877929688,149.9199981689453,118.83000183105469,158.75100708007812,77.97850036621094,209.77999877929688,153.97999572753906,113.61000061035156,155.4459991455078,76.59175109863281,206.92999267578125,143.56666564941406,118.33000183105469,156.80799865722656,76.80000305175781,208.4199981689453,145.52000427246094,184642000,80430000,26622000,21823900,291894600
2020-09-16,109.07083892822266,153.90499877929688,75.59564208984375,196.93035888671875,147.25332641601562,112.12999725341797,153.90499877929688,76.04499816894531,205.0500030517578,147.25332641601562,116.0,159.36199951171875,78.0999984741211,210.64999389648438,152.59666442871094,112.04000091552734,153.70750427246094,75.99099731445312,204.63999938964844,145.10333251953125,115.2300033569336,158.99949645996094,77.7770004272461,210.6199951171875,146.6233367919922,154679000,90244000,26234000,26328100,216837900
2020-09-17,107.32967376708984,150.43649291992188,74.33464050292969,194.87510681152344,141.14332580566406,110.33999633789062,150.43649291992188,74.77649688720703,202.91000366210938,141.14332580566406,112.19999694824219,151.47149658203125,75.41490173339844,204.3300018310547,145.92999267578125,108.70999908447266,148.62750244140625,73.5,199.9600067138672,136.0,109.72000122070312,150.46249389648438,74.80000305175781,200.0500030517578,138.53334045410156,178011000,128982000,37596000,34011300,230337600
2020-09-18,103.92516326904297,147.74549865722656,72.56814575195312,192.4548797607422,147.38333129882812,106.83999633789062,147.74549865722656,72.99949645996094,200.38999938964844,147.38333129882812,110.87999725341797,151.88999938964844,75.150146484375,203.64999389648438,150.3333282470703,106.08999633789062,145.27699279785156,71.85649871826172,196.25,142.93333435058594,110.4000015258789,151.58700561523438,74.90049743652344,202.8000030517578,149.31333923339844,287104900,177852000,62078000,55225300,259220400
2020-09-21,107.0767822265625,148.02349853515625,71.13516235351562,194.51974487304688,149.79666137695312,110.08000183105469,148.02349853515625,71.55799865722656,202.5399932861328,149.79666137695312,110.19000244140625,148.10000610351562,72.41799926757812,202.7100067138672,151.89332580566406,103.0999984741211,143.5500030517578,70.32749938964844,196.3800048828125,135.69000244140625,104.54000091552734,145.3249969482422,72.00299835205078,197.19000244140625,151.0433349609375,195713800,122358000,57776000,39839700,328430400
2020-09-22,108.75956726074219,156.44949340820312,72.84002685546875,199.20654296875,141.41000366210938,111.80999755859375,156.44949340820312,73.27300262451172,207.4199981689453,141.41000366210938,112.86000061035156,156.69949340820312,73.47599792480469,208.10000610351562,145.9199981689453,109.16000366210938,150.00999450683594,71.72650146484375,202.0800018310547,139.1999969482422,112.68000030517578,151.69200134277344,72.50450134277344,205.05999755859375,143.1999969482422,183055400,138976000,31664000,33517100,238742400
2020-09-23,104.19754028320312,149.9929962158203,70.34237670898438,192.64695739746094,126.78666687011719,107.12000274658203,149.9929962158203,70.760498046875,200.58999633789062,126.78666687011719,112.11000061035156,156.35000610351562,73.0479965209961,208.10000610351562,137.38333129882812,106.7699966430664,149.61900329589844,70.38500213623047,200.02999877929688,125.2933349609375,111.62000274658203,156.02149963378906,72.93900299072266,207.89999389648438,135.05332946777344,150718700,113054000,33148000,30803800,285222600
2020-09-24,105.26751708984375,150.989501953125,70.99250030517578,195.14398193359375,129.26333618164062,108.22000122070312,150.989501953125,71.41449737548828,203.19000244140625,129.26333618164062,110.25,153.46499633789062,72.1854476928711,205.57000732421875,133.1666717529297,105.0,148.25,70.49250030517578,199.1999969482422,117.0999984741211,105.16999816894531,148.88949584960938,70.55149841308594,199.85000610351562,121.26667022705078,167743300,110588000,29004000,31202500,289683300
2020-09-25,109.21675872802734,154.75650024414062,71.82108306884766,199.59066772460938,135.77999877929688,112.27999877929688,154.75650024414062,72.24800109863281,207.82000732421875,135.77999877929688,112.44000244140625,155.07699584960938,72.5,209.0399932861328,136.2433319091797,107.66999816894531,149.9499969482422,70.66699981689453,202.5399932861328,130.43333435058594,108.43000030517578,152.7429962158203,71.63150024414062,203.5500030517578,131.1566619873047,149981400,92304000,26460000,29437300,201625500
2020-09-28,111.82364654541016,158.70249938964844,72.79329681396484,201.1465301513672,140.39999389648438,114.95999908447266,158.70249938964844,73.22599792480469,209.44000244140625,140.39999389648438,115.31999969482422,158.7519989013672,73.83999633789062,212.57000732421875,142.69332885742188,112.77999877929688,155.85850524902344,72.46504974365234,208.05999755859375,138.51666259765625,115.01000213623047,157.4425048828125,73.71050262451172,210.8800048828125,141.5399932861328,137672400,84484000,40158000,32004900,149158800
2020-09-29,110.97736358642578,157.24400329589844,73.03238677978516,199.05284118652344,139.69000244140625,114.08999633789062,157.24400329589844,73.46649932861328,207.25999450683594,139.69000244140625,115.30999755859375,159.41299438476562,73.8331527709961,210.07000732421875,142.8333282470703,113.56999969482422,156.6269989013672,72.94024658203125,206.80999755859375,137.1999969482422,114.55000305175781,158.76950073242188,73.51950073242188,209.35000610351562,138.6666717529297,99382200,69916000,19564000,24221900,150657900
2020-09-30,112.65043640136719,157.43649291992188,73.04580688476562,202.00128173828125,143.00332641601562,115.80999755859375,157.43649291992188,73.4800033569336,210.3300018310547,143.00332641601562,117.26000213623047,160.6439971923828,74.48750305175781,211.97999572753906,144.64332580566406,113.62000274658203,156.69949340820312,72.99400329589844,206.5399932861328,140.1566619873047,113.79000091552734,157.0570068359375,73.33999633789062,207.72999572753906,140.44000244140625,142675200,97922000,34032000,33829100,144436800
2020-10-01,113.60370635986328,161.06300354003906,74.06425476074219,204.0469512939453,149.3866729736328,116.79000091552734,161.06300354003906,74.50450134277344,212.4600067138672,149.3866729736328,117.72000122070312,161.1999969482422,74.9520034790039,213.99000549316406,149.6266632080078,115.83000183105469,158.60000610351562,73.96050262451172,211.32000732421875,144.80667114257812,117.63999938964844,160.39999389648438,74.2135009765625,213.49000549316406,146.9199981689453,116120400,99438000,35590000,27158400,152224500
2020-10-02,109.93655395507812,156.25,72.49009704589844,198.02523803710938,138.3633270263672,113.0199966430664,156.25,72.9209976196289,206.19000244140625,138.3633270263672,115.37000274658203,159.7899932861328,74.16000366210938,210.99000549316406,146.3766632080078,112.22000122070312,156.14999389648438,72.5459976196289,205.5399932861328,138.3333282470703,112.88999938964844,157.68150329589844,73.10150146484375,208.0,140.4633331298828,144712000,112262000,25682000,33154800,214290000
2020-10-05,113.32161712646484,159.9600067138672,73.86195373535156,202.04930114746094,141.89332580566406,116.5,159.9600067138672,74.3010025024414,210.3800048828125,141.89332580566406,116.6500015258789,160.12649536132812,74.4104995727539,210.41000366210938,144.54666137695312,113.55000305175781,157.04249572753906,73.2135009765625,206.97999572753906,139.77667236328125,113.91000366210938,157.29200744628906,73.31050109863281,207.22000122070312,141.11666870117188,106243800,75506000,22266000,21331600,134168400
2020-10-06,110.07275390625,154.9980010986328,72.24256896972656,197.75628662109375,137.9933319091797,113.16000366210938,154.9980010986328,72.6719970703125,205.91000366210938,137.9933319091797,116.12000274658203,159.10000610351562,74.33799743652344,210.17999267578125,142.92666625976562,112.25,154.5,72.42949676513672,204.82000732421875,135.35000610351562,115.69999694824219,158.25,73.77899932861328,208.82000732421875,141.26333618164062,161498200,101738000,24908000,28554300,147438900
2020-10-07,111.94036102294922,159.7845001220703,72.58306121826172,201.52108764648438,141.76666259765625,115.08000183105469,159.7845001220703,73.0145034790039,209.8300018310547,141.76666259765625,115.55000305175781,160.0,73.447998046875,210.11000061035156,143.3000030517578,114.12999725341797,156.6195068359375,71.80000305175781,206.72000122070312,137.9499969482422,114.62000274658203,156.75,73.2145004272461,207.05999755859375,139.9566650390625,96849000,86188000,34924000,25681100,129383100
2020-10-08,111.83335876464844,159.52749633789062,73.85749053955078,202.2414093017578,141.97332763671875,114.97000122070312,159.52749633789062,74.29650115966797,210.5800018310547,141.97332763671875,116.4000015258789,161.6645050048828,74.5,211.19000244140625,146.3333282470703,114.58999633789062,158.74949645996094,73.25450134277344,208.32000732421875,141.76666259765625,116.25,161.24949645996094,73.25450134277344,210.50999450683594,146.14666748046875,83477200,63482000,23756000,19925800,121263300
2020-10-09,113.77879333496094,164.33250427246094,75.3133316040039,207.26426696777344,144.6666717529297,116.97000122070312,164.33250427246094,75.76100158691406,215.80999755859375,144.6666717529297,117.0,164.44949340820312,75.82599639892578,215.86000061035156,144.8633270263672,114.91999816894531,159.89149475097656,74.47250366210938,211.22999572753906,142.15333557128906,115.27999877929688,160.5,74.73500061035156,211.22999572753906,143.3766632080078,100506900,98158000,28706000,26458000,86777100
2020-10-12,121.00608825683594,172.14649963378906,77.99388122558594,212.63290405273438,147.43333435058594,124.4000015258789,172.14649963378906,78.4574966430664,221.39999389648438,147.43333435058594,125.18000030517578,174.81199645996094,79.69300079345703,223.86000061035156,149.5800018310547,119.27999877929688,166.9774932861328,76.62850189208984,216.80999755859375,146.19332885742188,120.05999755859375,167.4969940185547,77.1500015258789,218.7899932861328,147.3333282470703,240226800,167284000,49652000,40461400,116373300
2020-10-13,117.7961196899414,172.18150329589844,78.11964416503906,214.0351104736328,148.88333129882812,121.0999984741211,172.18150329589844,78.58399963378906,222.86000061035156,148.88333129882812,125.38999938964844,174.61900329589844,79.5,225.2100067138672,149.6300048828125,119.6500015258789,171.21099853515625,78.16000366210938,220.42999267578125,145.53334045410156,125.2699966430664,173.39950561523438,79.1865005493164,222.72000122070312,147.78334045410156,262330500,114894000,32020000,28950800,103391100
2020-10-14,117.88367462158203,168.1855010986328,77.94070434570312,212.11428833007812,153.76666259765625,121.19000244140625,168.1855010986328,78.40399932861328,220.86000061035156,153.76666259765625,123.02999877929688,173.24400329589844,79.38420104980469,224.22000122070312,155.3000030517578,119.62000274658203,167.0,77.52649688720703,219.1300048828125,149.11666870117188,121.0,172.35000610351562,78.92949676513672,223.0,149.92666625976562,150712000,116254000,38586000,23421700,143639100
2020-10-15,117.41676330566406,166.9324951171875,77.495849609375,210.96182250976562,149.6266632080078,120.70999908447266,166.9324951171875,77.95649719238281,219.66000366210938,149.6266632080078,121.19999694824219,167.79400634765625,78.7552490234375,220.36000061035156,152.19000244140625,118.1500015258789,164.0,77.25150299072266,216.00999450683594,147.5,118.72000122070312,164.60049438476562,77.35749816894531,217.10000610351562,150.10333251953125,112559200,104468000,30800000,22733100,107017200
2020-10-16,115.77285766601562,163.635498046875,78.18576049804688,210.96182250976562,146.55667114257812,119.0199966430664,163.635498046875,78.65049743652344,219.66000366210938,146.55667114257812,121.55000305175781,169.98300170898438,79.05650329589844,222.2899932861328,151.98333740234375,118.80999755859375,158.0,78.1500015258789,219.32000732421875,146.28334045410156,121.27999877929688,168.1614990234375,78.2925033569336,220.14999389648438,151.47999572753906,115393800,129488000,28694000,26057900,98327700
2020-10-19,112.8157958984375,160.36050415039062,76.27709197998047,205.7372283935547,143.61000061035156,115.9800033569336,160.36050415039062,76.73049926757812,214.22000122070312,143.61000061035156,120.41999816894531,166.4499969482422,79.40750122070312,222.3000030517578,149.0,115.66000366210938,159.63699340820312,76.4000015258789,213.72000122070312,142.9566650390625,119.95999908447266,164.98049926757812,79.02300262451172,220.4199981689453,148.74667358398438,120639300,104472000,32142000,27625800,108863400
2020-10-20,114.30406951904297,160.85049438476562,77.33680725097656,206.15020751953125,140.64666748046875,117.51000213623047,160.85049438476562,77.79650115966797,214.64999389648438,140.64666748046875,118.9800033569336,163.3000030517578,78.875,217.3699951171875,143.9166717529297,115.62999725341797,159.60049438476562,76.28350067138672,213.08999633789062,139.68333435058594,116.19999694824219,161.11399841308594,76.35250091552734,215.8000030517578,143.9166717529297,124423700,90194000,44834000,22753500,94968900
2020-10-21,113.68153381347656,159.2469940185547,79.19475555419922,206.2942352294922,140.8800048828125,116.87000274658203,159.2469940185547,79.66549682617188,214.8000030517578,140.8800048828125,118.70999908447266,161.69400024414062,80.9365005493164,216.9199981689453,144.31666564941406,116.44999694824219,158.0,78.58149719238281,213.1199951171875,140.4166717529297,116.66999816894531,160.625,78.66649627685547,213.1199951171875,140.89999389648438,89946000,91854000,51366000,22724900,97111500
2020-10-22,112.59207916259766,158.82000732421875,80.28925323486328,206.38072204589844,141.92999267578125,115.75,158.82000732421875,80.7665023803711,214.88999938964844,141.92999267578125,118.04000091552734,159.9375,81.09950256347656,216.05999755859375,148.41000366210938,114.58999633789062,156.0970001220703,79.25,211.6999969482422,141.50332641601562,117.44999694824219,159.49349975585938,79.65249633789062,213.92999267578125,147.30667114257812,101988000,84240000,28672000,22351500,119979600
2020-10-23,111.9014663696289,160.22000122070312,81.56517028808594,207.66763305664062,140.2100067138672,115.04000091552734,160.22000122070312,82.05000305175781,216.22999572753906,140.2100067138672,116.55000305175781,160.26649475097656,82.11799621582031,216.27999877929688,140.9633331298828,114.27999877929688,157.0,81.02549743652344,213.16000366210938,135.7933349609375,116.38999938964844,159.5500030517578,81.30349731445312,215.02999877929688,140.6133270263672,82572600,69334000,27516000,18879600,101151000
2020-10-26,111.91117095947266,160.3520050048828,79.0525894165039,201.76119995117188,140.0933380126953,115.05000305175781,160.3520050048828,79.52249908447266,210.0800018310547,140.0933380126953,116.55000305175781,164.1490020751953,81.91200256347656,216.33999633789062,141.9199981689453,112.87999725341797,157.6649932861328,78.82499694824219,208.10000610351562,136.6666717529297,114.01000213623047,159.93699645996094,81.25050354003906,213.85000610351562,137.2100067138672,111850700,118024000,37066000,37111600,84717600
2020-10-27,113.41889190673828,164.31649780273438,79.739013671875,204.80564880371094,141.55999755859375,116.5999984741211,164.31649780273438,80.21299743652344,213.25,141.55999755859375,117.27999877929688,164.58299255371094,80.34224700927734,214.6699981689453,143.5,114.54000091552734,160.56500244140625,79.13899993896484,210.3300018310547,140.03334045410156,115.48999786376953,161.2469940185547,79.78350067138672,211.58999633789062,141.25332641601562,92276800,85820000,24580000,36700300,68059500
2020-10-28,108.16622924804688,158.13900756835938,75.38290405273438,194.6541748046875,135.33999633789062,111.19999694824219,158.13900756835938,75.83100128173828,202.67999267578125,135.33999633789062,115.43000030517578,163.2010040283203,78.06749725341797,208.83999633789062,139.53334045410156,111.0999984741211,158.12350463867188,75.73100280761719,202.10000610351562,135.3333282470703,115.05000305175781,162.46499633789062,77.98699951171875,207.6699981689453,138.82666015625,143937800,111766000,36680000,51195600,76354200
2020-10-29,112.17379760742188,160.55050659179688,77.89895629882812,196.6134033203125,136.94332885742188,115.31999969482422,160.55050659179688,78.36199951171875,204.72000122070312,136.94332885742188,116.93000030517578,162.8625030517578,79.68550109863281,207.36000061035156,139.35333251953125,112.19999694824219,158.1999969482422,76.11199951171875,203.3699951171875,135.48666381835938,112.37000274658203,160.06350708007812,76.11799621582031,204.07000732421875,136.65333557128906,146129200,131930000,40062000,31432600,67965900
2020-10-30,105.89006805419922,151.8074951171875,80.57157897949219,194.4525146484375,129.34666442871094,108.86000061035156,151.8074951171875,81.05049896240234,202.47000122070312,129.34666442871094,111.98999786376953,158.35000610351562,84.3499984741211,204.2899932861328,135.8633270263672,107.72000122070312,150.9499969482422,80.2229995727539,199.6199951171875,126.37000274658203,111.05999755859375,157.8874969482422,83.60549926757812,203.5,135.63333129882812,190272600,167728000,86582000,36953700,127533900
2020-11-02,105.80249786376953,150.2239990234375,80.82108306884766,194.31805419921875,133.50332641601562,108.7699966430664,150.2239990234375,81.30149841308594,202.3300018310547,133.50332641601562,110.68000030517578,153.98550415039062,83.03849792480469,205.27999877929688,135.66000366210938,107.31999969482422,147.50599670410156,80.80149841308594,200.1199951171875,130.76666259765625,109.11000061035156,153.08700561523438,81.40799713134766,204.2899932861328,131.3333282470703,122866900,145148000,50708000,30842200,87063300
2020-11-03,107.42695617675781,152.42050170898438,82.02294158935547,198.25572204589844,141.3000030517578,110.44000244140625,152.42050170898438,82.510498046875,206.42999267578125,141.3000030517578,111.48999786376953,153.7449951171875,83.08499908447266,208.1199951171875,142.58999633789062,108.7300033569336,149.0489959716797,80.83100128173828,203.1199951171875,135.56333923339844,109.66000366210938,150.92649841308594,81.58899688720703,203.88999938964844,136.57666015625,107624400,97958000,33234000,27512000,103055100
2020-11-04,111.81391143798828,162.05799865722656,86.93971252441406,207.82131958007812,140.32666015625,114.94999694824219,162.05799865722656,87.45649719238281,216.38999938964844,140.32666015625,115.58999633789062,162.24249267578125,88.56825256347656,218.32000732421875,145.13333129882812,112.3499984741211,156.9864959716797,85.30149841308594,212.4199981689453,139.03334045410156,114.13999938964844,157.99949645996094,85.51399993896484,214.02000427246094,143.5399932861328,138235500,136780000,71418000,42311800,96429300
2020-11-05,115.78258514404297,166.10000610351562,87.64751434326172,214.4480743408203,146.02999877929688,119.02999877929688,166.10000610351562,88.16850280761719,223.2899932861328,146.02999877929688,119.62000274658203,168.33999633789062,89.68199920654297,224.1199951171875,146.6666717529297,116.87000274658203,164.44400024414062,87.52549743652344,221.14999389648438,141.3333282470703,117.94999694824219,165.99850463867188,89.05000305175781,222.0399932861328,142.76666259765625,126387100,115786000,41316000,36080100,85243500
2020-11-06,115.65104675292969,165.56849670410156,87.56698608398438,214.861083984375,143.31666564941406,118.69000244140625,165.56849670410156,88.0875015258789,223.72000122070312,143.31666564941406,119.19999694824219,166.10000610351562,88.62149810791016,224.36000061035156,145.52333068847656,116.12999725341797,161.60000610351562,87.01750183105469,218.02999877929688,141.42666625976562,118.31999969482422,165.23199462890625,87.69750213623047,222.25999450683594,145.36666870117188,114457900,92946000,33218000,25231900,65118000
2020-11-09,113.34173583984375,157.18699645996094,87.62911987304688,209.74212646484375,140.4199981689453,116.31999969482422,157.18699645996094,88.1500015258789,218.38999938964844,140.4199981689453,121.98999786376953,164.4499969482422,90.90299987792969,228.1199951171875,150.8333282470703,116.05000305175781,155.60549926757812,88.0009994506836,217.8800048828125,140.3333282470703,120.5,161.55149841308594,89.54499816894531,224.44000244140625,146.5,154515300,143808000,45366000,44395000,104499000
