Date,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA
2018-08-01,47.610877990722656,89.8584976196289,60.640045166015625,98.98027801513672,20.055999755859375,47.67231008374114,89.9219970703125,61.3090687139692,99.1386000533145,20.200000762939453,46.620854690382096,88.8010025024414,60.1529427205599,98.1793455679831,19.53333282470703,47.05089015765555,89.19999694824219,61.03718629334332,98.74744898062411,19.865999221801758,271742800,83062000,31344000,23628700,151941000
2018-08-02,49.00257873535156,91.71649932861328,60.94523239135742,100.18167877197266,23.30266761779785,49.2364994753582,91.8280029296875,61.130630907317645,100.66596004747673,23.332666397094727,47.33915317811474,89.30000305175781,59.88354242381022,97.63918253578565,21.54400062561035,47.393497089492804,89.4384994506836,59.938714504168274,98.16072441561127,21.895999908447266,249616000,87094000,30626000,26104300,348225000
2018-08-03,49.144351959228516,91.16449737548828,60.82395553588867,100.61939239501953,23.211332321166992,49.321563666502755,92.05000305175781,61.136596061002734,100.62870754553447,23.666667938232422,48.55128113810663,91.07499694824219,60.39400845112347,99.4831856150482,22.8353328704834,48.917519387549675,91.88700103759766,61.11770733100913,100.39587852030684,23.187332153320312,133789600,69210000,21792000,18659600,204847500
2018-08-06,49.39954376220703,92.38749694824219,60.87663650512695,100.70321655273438,22.799333572387695,49.44207284697596,92.38849639892578,60.94214979178429,100.97329909910121,23.665332794189453,48.92697914718217,90.94599914550781,60.430637248524995,100.1723666113592,22.788000106811523,49.14671996258542,91.29049682617188,60.888069855397376,100.69390850675451,23.03066635131836,101701600,67836000,21634000,20265900,128464500
2018-08-07,48.93641662597656,93.1240005493164,61.74398422241211,101.40169525146484,25.30466651916504,49.501131055617776,93.48600006103516,62.18883826239135,101.60658593202544,25.83066749572754,48.85371639685774,92.3134994506836,61.44327003580824,100.74046166762348,22.610000610351562,49.458601981475056,92.72650146484375,61.484524902024255,101.10367438120709,22.922666549682617,102349600,67550000,29880000,16080200,463137000
2018-08-08,48.9694938659668,94.32599639892578,61.912479400634766,101.96981811523438,24.689332962036133,49.10181134249521,94.57550048828125,62.45376416328219,102.2119623389833,25.50933265686035,48.32444436520038,92.7249984741211,61.534625184974246,101.28996120579619,24.474666595458984,48.68595590120866,93.05000305175781,61.6569980589856,101.82081120434384,24.606000900268555,90102000,79260000,27406000,15487500,368568000
2018-08-09,49.354637145996094,94.9260025024414,62.08595275878906,102.13745880126953,23.496667861938477,49.567289727173105,95.72850036621094,62.40614724861714,102.59380891256744,24.46733283996582,48.95768109431642,93.8740005493164,61.93236285368915,102.07226694328119,23.048667907714844,49.50821916513716,94.0999984741211,62.12571351517079,102.1747123066028,24.3700008392334,93970400,97208000,16972000,13677200,257757000
2018-08-10,49.2076301574707,94.31500244140625,61.51485061645508,101.51346588134766,23.69933319091797,49.579896047747305,94.9749984741211,61.91671300646607,102.1560763335838,24.0,49.00371461649687,93.9104995727539,61.23600577760814,100.93604727894859,23.066667556762695,49.16732173423497,94.42549896240234,61.7827588764624,101.9046169803702,23.600000381469727,98444800,72798000,22174000,18183700,173280000
2018-08-13,49.525352478027344,94.80999755859375,61.38561248779297,100.77774047851562,23.76066780090332,50.01854358372029,96.25,62.094548467891215,102.05364642452824,24.21266746520996,49.24793315945479,94.68350219726562,61.31756604050879,100.67529511250251,23.26799964904785,49.629681852811935,94.92500305175781,61.48352974789801,101.73699517356593,24.075332641601562,103563600,110630000,19946000,18472500,156958500
